job_id,skill,proficiency
J0954,IoT Sensors,Beginner
J0954,Quantum Computing Basics,Intermediate
J0955,Git,Intermediate
J0955,IoT Sensors,Beginner
J0955,Kubernetes,Beginner
J0956,Quantum Computing Basics,Advanced
J0956,Robotics Troubleshooting,Advanced
J0956,C++,Beginner
J0957,FastAPI,Beginner
J0957,Git,Beginner
J0957,Digital Electronics,Advanced
J0958,Inventory Management,Advanced
J0958,Solar PV Design,Beginner
J0958,SCADA,Beginner
J0958,Electric Powertrain,Advanced
J0958,Battery Management Systems,Intermediate
J0959,Node.js,Intermediate
J0959,Solar PV Design,Intermediate
J0959,Predictive Maintenance,Intermediate
J0960,Power BI,Advanced
J0960,Node.js,Advanced
J0960,Robotics Troubleshooting,Beginner
J0960,IoT Sensors,Beginner
J0960,FastAPI,Advanced
J0961,Grid Integration,Advanced
J0961,Docker,Intermediate
J0961,SAP EWM,Advanced
J0961,Solar PV Design,Intermediate
J0962,Battery Management Systems,Beginner
J0962,PLC Programming,Intermediate
J0962,SEO/SEM,Advanced
J0962,Machine Learning,Intermediate
J0962,Python,Beginner
J0963,PLC Programming,Beginner
J0963,SAP EWM,Intermediate
J0963,Git,Advanced
J0964,SQL,Intermediate
J0964,Inventory Management,Advanced
J0964,Microprocessors,Intermediate
J0965,Predictive Maintenance,Advanced
J0965,FastAPI,Advanced
J0965,Machine Learning,Advanced
J0966,Predictive Maintenance,Intermediate
J0966,React,Intermediate
J0966,Kubernetes,Advanced
J0966,Electric Powertrain,Beginner
J0966,Content Strategy,Beginner
J0967,Solar PV Design,Intermediate
J0967,Logistics Analytics,Beginner
J0967,Battery Management Systems,Advanced
J0968,Inventory Management,Advanced
J0968,Power BI,Intermediate
J0968,SAP EWM,Beginner
J0968,FastAPI,Beginner
J0968,Grid Integration,Beginner
J0969,Data Structures,Intermediate
J0969,Git,Advanced
J0969,Machine Learning,Advanced
J0970,Python,Intermediate
J0970,Power BI,Intermediate
J0970,Inventory Management,Advanced
J0970,Digital Electronics,Beginner
J0971,Kubernetes,Advanced
J0971,Digital Electronics,Intermediate
J0971,Electric Powertrain,Beginner
J0971,SEO/SEM,Beginner
J0971,C++,Beginner
J0972,Git,Beginner
J0972,Logistics Analytics,Advanced
J0972,Robotics Troubleshooting,Advanced
J0972,PLC Programming,Advanced
J0972,SQL,Advanced
J0973,Python,Intermediate
J0973,SCADA,Beginner
J0973,PLC Programming,Advanced
J0973,Robotics Troubleshooting,Advanced
J0974,Kubernetes,Intermediate
J0974,SAP EWM,Intermediate
J0974,Logistics Analytics,Intermediate
J0974,Solar PV Design,Advanced
J0974,Data Structures,Advanced
J0975,Electric Powertrain,Advanced
J0975,IoT Sensors,Beginner
J0975,SAP EWM,Beginner
J0975,Robotics Troubleshooting,Advanced
J0975,Predictive Maintenance,Beginner
J0976,Solar PV Design,Intermediate
J0976,PLC Programming,Beginner
J0976,React,Advanced
J0977,Docker,Advanced
J0977,FastAPI,Beginner
J0977,Quantum Computing Basics,Advanced
J0977,Inventory Management,Beginner
J0978,SAP EWM,Beginner
J0978,Predictive Maintenance,Intermediate
J0978,Machine Learning,Advanced
J0979,Machine Learning,Intermediate
J0979,Docker,Advanced
J0979,SAP EWM,Intermediate
J0980,SQL,Beginner
J0980,Content Strategy,Intermediate
J0980,FastAPI,Intermediate
J0980,Python,Advanced
J0981,Electric Powertrain,Beginner
J0981,Robotics Troubleshooting,Advanced
J0981,Digital Electronics,Beginner
J0981,FastAPI,Beginner
J0982,IoT Sensors,Beginner
J0982,PLC Programming,Advanced
J0982,SAP EWM,Advanced
J0982,Robotics Troubleshooting,Advanced
J0983,Robotics Troubleshooting,Intermediate
J0983,Battery Management Systems,Advanced
J0983,Python,Advanced
J0983,React,Advanced
J0983,Kubernetes,Advanced
J0984,Grid Integration,Intermediate
J0984,Logistics Analytics,Advanced
J0984,Kubernetes,Advanced
J0985,Solar PV Design,Intermediate
J0985,Electric Powertrain,Beginner
J0985,PLC Programming,Advanced
J0985,Battery Management Systems,Intermediate
J0986,Data Structures,Advanced
J0986,React,Intermediate
J0986,PLC Programming,Advanced
J0986,Predictive Maintenance,Intermediate
J0986,Git,Advanced
J0987,SQL,Beginner
J0987,Data Structures,Advanced
J0987,SAP EWM,Intermediate
J0987,Machine Learning,Beginner
J0987,IoT Sensors,Advanced
J0988,Docker,Beginner
J0988,Kubernetes,Advanced
J0988,Battery Management Systems,Advanced
J0989,Solar PV Design,Intermediate
J0989,FastAPI,Intermediate
J0989,AWS,Advanced
J0989,Power BI,Beginner
J0989,Git,Intermediate
J0990,SAP EWM,Beginner
J0990,Power BI,Beginner
J0990,SQL,Advanced
J0991,SQL,Intermediate
J0991,SCADA,Beginner
J0991,Docker,Beginner
J0992,IoT Sensors,Advanced
J0992,Docker,Advanced
J0992,Data Structures,Intermediate
J0992,SQL,Beginner
J0992,Power BI,Beginner
J0993,Microprocessors,Intermediate
J0993,SEO/SEM,Advanced
J0993,Python,Advanced
J0993,PLC Programming,Advanced
J0994,SQL,Advanced
J0994,React,Intermediate
J0994,C++,Intermediate
J0994,Inventory Management,Advanced
J0994,SCADA,Intermediate
J0995,Quantum Computing Basics,Advanced
J0995,Python,Beginner
J0995,PLC Programming,Advanced
J0995,FastAPI,Advanced
J0995,Git,Beginner
J0996,SEO/SEM,Beginner
J0996,Electric Powertrain,Beginner
J0996,Digital Electronics,Intermediate
J0996,React,Intermediate
J0997,FastAPI,Intermediate
J0997,SCADA,Advanced
J0997,Python,Advanced
J0997,Power BI,Beginner
J0997,Digital Electronics,Beginner
J0998,Data Structures,Intermediate
J0998,Logistics Analytics,Beginner
J0998,SAP EWM,Advanced
J0998,React,Intermediate
J0998,Content Strategy,Beginner
J0999,Node.js,Advanced
J0999,Quantum Computing Basics,Beginner
J0999,PLC Programming,Beginner
J0999,C++,Advanced
J1000,SAP EWM,Advanced
J1000,Robotics Troubleshooting,Beginner
J1000,Predictive Maintenance,Advanced
J1001,Git,Intermediate
J1001,Digital Electronics,Advanced
J1001,Quantum Computing Basics,Beginner
J1001,Robotics Troubleshooting,Beginner
J1002,Power BI,Beginner
J1002,Node.js,Beginner
J1002,Grid Integration,Beginner
J1003,IoT Sensors,Advanced
J1003,Quantum Computing Basics,Beginner
J1003,Node.js,Advanced
J1003,SAP EWM,Beginner
J1003,Python,Advanced
J1004,SEO/SEM,Beginner
J1004,AWS,Intermediate
J1004,SQL,Beginner
J1004,Kubernetes,Intermediate
J1005,SCADA,Beginner
J1005,Solar PV Design,Advanced
J1005,Microprocessors,Advanced
J1006,Node.js,Advanced
J1006,Quantum Computing Basics,Intermediate
J1006,PLC Programming,Beginner
J1006,Electric Powertrain,Beginner
J1007,Battery Management Systems,Beginner
J1007,Robotics Troubleshooting,Advanced
J1007,Kubernetes,Advanced
J1007,Solar PV Design,Beginner
J1008,Git,Beginner
J1008,PLC Programming,Advanced
J1008,Python,Advanced
J1009,C++,Advanced
J1009,Content Strategy,Advanced
J1009,Docker,Beginner
J1009,Logistics Analytics,Beginner
J1009,SQL,Advanced
J1010,Power BI,Advanced
J1010,SCADA,Intermediate
J1010,IoT Sensors,Intermediate
J1011,Docker,Intermediate
J1011,Logistics Analytics,Advanced
J1011,Battery Management Systems,Intermediate
J1011,Content Strategy,Beginner
J1011,Data Structures,Intermediate
J1012,Machine Learning,Intermediate
J1012,SEO/SEM,Beginner
J1012,Quantum Computing Basics,Advanced
J1012,Electric Powertrain,Advanced
J1012,React,Intermediate
J1013,PLC Programming,Intermediate
J1013,SEO/SEM,Beginner
J1013,Robotics Troubleshooting,Beginner
J1013,Predictive Maintenance,Beginner
J1014,SAP EWM,Intermediate
J1014,Git,Advanced
J1014,Machine Learning,Advanced
J1014,AWS,Intermediate
J1014,Battery Management Systems,Intermediate
J1015,Inventory Management,Beginner
J1015,Robotics Troubleshooting,Advanced
J1015,C++,Intermediate
J1016,C++,Intermediate
J1016,Microprocessors,Beginner
J1016,Battery Management Systems,Beginner
J1016,Electric Powertrain,Advanced
J1016,Kubernetes,Advanced
J1017,Digital Electronics,Beginner
J1017,Logistics Analytics,Intermediate
J1017,React,Intermediate
J1018,IoT Sensors,Beginner
J1018,Git,Advanced
J1018,Docker,Beginner
J1019,Power BI,Beginner
J1019,IoT Sensors,Advanced
J1019,Python,Beginner
J1020,SCADA,Advanced
J1020,Microprocessors,Beginner
J1020,Quantum Computing Basics,Beginner
J1020,Predictive Maintenance,Advanced
J1021,FastAPI,Beginner
J1021,PLC Programming,Intermediate
J1021,Machine Learning,Advanced
J1022,Digital Electronics,Beginner
J1022,Logistics Analytics,Beginner
J1022,Kubernetes,Beginner
J1022,Machine Learning,Beginner
J1022,FastAPI,Beginner
J1023,Python,Advanced
J1023,Digital Electronics,Intermediate
J1023,Kubernetes,Advanced
J1023,SEO/SEM,Intermediate
J1024,FastAPI,Intermediate
J1024,Digital Electronics,Advanced
J1024,Microprocessors,Advanced
J1024,Inventory Management,Intermediate
J1024,SCADA,Advanced
J1025,Battery Management Systems,Intermediate
J1025,Machine Learning,Intermediate
J1025,React,Advanced
J1026,Machine Learning,Beginner
J1026,Logistics Analytics,Intermediate
J1026,Git,Beginner
J1026,Robotics Troubleshooting,Advanced
J1027,Content Strategy,Beginner
J1027,SAP EWM,Intermediate
J1027,AWS,Advanced
J1027,Docker,Intermediate
J1027,React,Advanced
J1028,Solar PV Design,Beginner
J1028,PLC Programming,Intermediate
J1028,Power BI,Beginner
J1028,Git,Advanced
J1028,Robotics Troubleshooting,Advanced
J1029,Git,Beginner
J1029,Content Strategy,Beginner
J1029,Robotics Troubleshooting,Intermediate
J1029,SQL,Beginner
J1030,Inventory Management,Advanced
J1030,SEO/SEM,Intermediate
J1030,Digital Electronics,Intermediate
J1030,Git,Advanced
J1030,Data Structures,Intermediate
J1031,C++,Beginner
J1031,Robotics Troubleshooting,Beginner
J1031,IoT Sensors,Intermediate
J1031,Data Structures,Intermediate
J1032,Node.js,Advanced
J1032,Electric Powertrain,Advanced
J1032,Machine Learning,Advanced
J1032,SCADA,Beginner
J1033,SCADA,Advanced
J1033,Robotics Troubleshooting,Intermediate
J1033,C++,Beginner
J1034,Docker,Intermediate
J1034,Power BI,Advanced
J1034,PLC Programming,Advanced
J1035,Quantum Computing Basics,Beginner
J1035,Battery Management Systems,Beginner
J1035,Power BI,Beginner
J1035,C++,Advanced
J1036,Robotics Troubleshooting,Intermediate
J1036,IoT Sensors,Beginner
J1036,Kubernetes,Advanced
J1036,Python,Beginner
J1037,Robotics Troubleshooting,Intermediate
J1037,Data Structures,Intermediate
J1037,Battery Management Systems,Intermediate
J1038,Docker,Intermediate
J1038,C++,Beginner
J1038,SQL,Advanced
J1038,SEO/SEM,Beginner
J1039,SEO/SEM,Advanced
J1039,Data Structures,Intermediate
J1039,Grid Integration,Advanced
J1039,Python,Beginner
J1039,SAP EWM,Beginner
J1040,Robotics Troubleshooting,Advanced
J1040,SCADA,Intermediate
J1040,Quantum Computing Basics,Advanced
J1040,React,Advanced
J1041,Quantum Computing Basics,Advanced
J1041,IoT Sensors,Advanced
J1041,Inventory Management,Beginner
J1041,Predictive Maintenance,Beginner
J1041,SAP EWM,Advanced
J1042,Kubernetes,Beginner
J1042,Git,Intermediate
J1042,React,Intermediate
J1043,SQL,Advanced
J1043,C++,Beginner
J1043,Inventory Management,Advanced
J1044,SEO/SEM,Beginner
J1044,Digital Electronics,Advanced
J1044,Content Strategy,Advanced
J1044,Robotics Troubleshooting,Advanced
J1044,Logistics Analytics,Advanced
J1045,Robotics Troubleshooting,Beginner
J1045,Solar PV Design,Beginner
J1045,Data Structures,Advanced
J1046,SEO/SEM,Intermediate
J1046,Electric Powertrain,Intermediate
J1046,Data Structures,Advanced
J1046,SQL,Beginner
J1046,Predictive Maintenance,Intermediate
J1047,Git,Intermediate
J1047,React,Intermediate
J1047,Predictive Maintenance,Beginner
J1047,Docker,Beginner
J1048,AWS,Intermediate
J1048,SAP EWM,Advanced
J1048,Machine Learning,Beginner
J1048,Digital Electronics,Advanced
J1048,Content Strategy,Advanced
J1049,Inventory Management,Advanced
J1049,Git,Intermediate
J1049,Docker,Intermediate
J1050,Node.js,Intermediate
J1050,Microprocessors,Beginner
J1050,Solar PV Design,Advanced
J1050,C++,Intermediate
J1051,Quantum Computing Basics,Intermediate
J1051,Microprocessors,Advanced
J1051,Electric Powertrain,Beginner
J1051,SCADA,Intermediate
J1052,AWS,Advanced
J1052,PLC Programming,Beginner
J1052,Logistics Analytics,Advanced
J1052,Git,Intermediate
J1052,Electric Powertrain,Advanced
J1053,Docker,Advanced
J1053,Machine Learning,Beginner
J1053,SQL,Advanced
J1053,Solar PV Design,Intermediate
J1054,AWS,Intermediate
J1054,React,Intermediate
J1054,Python,Intermediate
J1055,Kubernetes,Intermediate
J1055,Electric Powertrain,Intermediate
J1055,IoT Sensors,Intermediate
J1056,FastAPI,Intermediate
J1056,Data Structures,Intermediate
J1056,Content Strategy,Intermediate
J1056,Docker,Beginner
J1056,Machine Learning,Beginner
J1057,Microprocessors,Beginner
J1057,Quantum Computing Basics,Advanced
J1057,Git,Intermediate
J1058,SAP EWM,Advanced
J1058,Digital Electronics,Advanced
J1058,Solar PV Design,Beginner
J1058,Inventory Management,Intermediate
J1058,React,Beginner
J1059,IoT Sensors,Intermediate
J1059,Power BI,Beginner
J1059,Robotics Troubleshooting,Intermediate
J1059,Predictive Maintenance,Beginner
J1059,Git,Advanced
J1060,Kubernetes,Beginner
J1060,Inventory Management,Intermediate
J1060,Battery Management Systems,Advanced
J1060,Grid Integration,Beginner
J1060,FastAPI,Beginner
J1061,Robotics Troubleshooting,Intermediate
J1061,Power BI,Intermediate
J1061,SEO/SEM,Beginner
J1061,SQL,Advanced
J1061,Data Structures,Intermediate
J1062,Digital Electronics,Intermediate
J1062,Robotics Troubleshooting,Advanced
J1062,PLC Programming,Advanced
J1063,C++,Beginner
J1063,Grid Integration,Intermediate
J1063,Quantum Computing Basics,Advanced
J1063,SCADA,Advanced
J1064,Data Structures,Intermediate
J1064,IoT Sensors,Advanced
J1064,Digital Electronics,Advanced
J1064,Python,Advanced
J1065,Power BI,Beginner
J1065,Electric Powertrain,Beginner
J1065,PLC Programming,Advanced
J1065,SQL,Intermediate
J1066,Quantum Computing Basics,Intermediate
J1066,Solar PV Design,Intermediate
J1066,SCADA,Beginner
J1066,FastAPI,Beginner
J1067,AWS,Advanced
J1067,Kubernetes,Intermediate
J1067,Docker,Beginner
J1067,SAP EWM,Advanced
J1067,Quantum Computing Basics,Advanced
J1068,C++,Advanced
J1068,Microprocessors,Advanced
J1068,Predictive Maintenance,Beginner
J1069,Microprocessors,Intermediate
J1069,Digital Electronics,Advanced
J1069,Data Structures,Beginner
J1069,Quantum Computing Basics,Beginner
J1070,Microprocessors,Advanced
J1070,FastAPI,Beginner
J1070,SEO/SEM,Advanced
J1070,Solar PV Design,Beginner
J1071,React,Beginner
J1071,Electric Powertrain,Beginner
J1071,Machine Learning,Advanced
J1072,Node.js,Intermediate
J1072,Power BI,Advanced
J1072,SQL,Intermediate
J1072,Quantum Computing Basics,Intermediate
J1072,Solar PV Design,Intermediate
J1073,Python,Intermediate
J1073,C++,Advanced
J1073,React,Advanced
J1073,Kubernetes,Beginner
J1074,Kubernetes,Beginner
J1074,Power BI,Intermediate
J1074,IoT Sensors,Advanced
J1074,Battery Management Systems,Beginner
J1075,Inventory Management,Advanced
J1075,Quantum Computing Basics,Beginner
J1075,Docker,Beginner
J1075,Git,Intermediate
J1075,IoT Sensors,Advanced
J1076,React,Intermediate
J1076,Logistics Analytics,Beginner
J1076,SQL,Beginner
J1076,Node.js,Advanced
J1077,Inventory Management,Intermediate
J1077,Logistics Analytics,Intermediate
J1077,SEO/SEM,Intermediate
J1077,Predictive Maintenance,Intermediate
J1078,Kubernetes,Advanced
J1078,Electric Powertrain,Intermediate
J1078,Power BI,Advanced
J1079,PLC Programming,Advanced
J1079,Microprocessors,Beginner
J1079,Solar PV Design,Beginner
J1079,SAP EWM,Intermediate
J1079,React,Beginner
J1080,Predictive Maintenance,Intermediate
J1080,PLC Programming,Advanced
J1080,Robotics Troubleshooting,Beginner
J1081,Docker,Advanced
J1081,Digital Electronics,Intermediate
J1081,Predictive Maintenance,Beginner
J1081,Solar PV Design,Intermediate
J1081,Logistics Analytics,Beginner
J1082,C++,Advanced
J1082,Electric Powertrain,Intermediate
J1082,AWS,Intermediate
J1082,Kubernetes,Beginner
J1082,Microprocessors,Advanced
J1083,Battery Management Systems,Advanced
J1083,SAP EWM,Advanced
J1083,Power BI,Beginner
J1083,Content Strategy,Advanced
J1084,Python,Advanced
J1084,Quantum Computing Basics,Intermediate
J1084,Microprocessors,Advanced
J1084,Node.js,Beginner
J1084,Electric Powertrain,Advanced
J1085,SAP EWM,Beginner
J1085,Content Strategy,Advanced
J1085,IoT Sensors,Advanced
J1085,Battery Management Systems,Intermediate
J1086,Node.js,Intermediate
J1086,Grid Integration,Beginner
J1086,Logistics Analytics,Beginner
J1087,Robotics Troubleshooting,Advanced
J1087,React,Intermediate
J1087,Content Strategy,Intermediate
J1087,Battery Management Systems,Advanced
J1088,Robotics Troubleshooting,Advanced
J1088,SCADA,Intermediate
J1088,Microprocessors,Intermediate
J1088,Predictive Maintenance,Advanced
J1089,PLC Programming,Beginner
J1089,Git,Beginner
J1089,Docker,Beginner
J1089,Microprocessors,Beginner
J1090,SQL,Advanced
J1090,AWS,Beginner
J1090,PLC Programming,Intermediate
J1091,FastAPI,Intermediate
J1091,Git,Advanced
J1091,Predictive Maintenance,Advanced
J1091,Python,Intermediate
J1092,Docker,Intermediate
J1092,Git,Advanced
J1092,Data Structures,Intermediate
J1092,Node.js,Beginner
J1093,IoT Sensors,Advanced
J1093,Logistics Analytics,Intermediate
J1093,Microprocessors,Beginner
J1094,Microprocessors,Advanced
J1094,Inventory Management,Advanced
J1094,Electric Powertrain,Beginner
J1094,C++,Intermediate
J1094,SCADA,Advanced
J1095,Predictive Maintenance,Beginner
J1095,SQL,Advanced
J1095,FastAPI,Intermediate
J1095,Git,Beginner
J1095,SCADA,Intermediate
J1096,Machine Learning,Intermediate
J1096,SCADA,Beginner
J1096,Node.js,Intermediate
J1097,Robotics Troubleshooting,Advanced
J1097,SQL,Intermediate
J1097,Kubernetes,Advanced
J1097,Docker,Intermediate
J1097,C++,Intermediate
J1098,Node.js,Advanced
J1098,Solar PV Design,Beginner
J1098,IoT Sensors,Intermediate
J1098,FastAPI,Intermediate
J1098,AWS,Intermediate
J1099,PLC Programming,Intermediate
J1099,SAP EWM,Beginner
J1099,Kubernetes,Advanced
J1100,Inventory Management,Beginner
J1100,Git,Beginner
J1100,Digital Electronics,Beginner
J1101,AWS,Intermediate
J1101,Machine Learning,Intermediate
J1101,IoT Sensors,Advanced
J1101,Grid Integration,Intermediate
J1101,Electric Powertrain,Beginner
J1102,IoT Sensors,Beginner
J1102,SEO/SEM,Intermediate
J1102,Content Strategy,Intermediate
J1103,SAP EWM,Intermediate
J1103,Electric Powertrain,Beginner
J1103,SQL,Beginner
J1104,Logistics Analytics,Intermediate
J1104,Docker,Advanced
J1104,PLC Programming,Beginner
J1104,SQL,Intermediate
J1104,Inventory Management,Beginner
J1105,Microprocessors,Intermediate
J1105,SCADA,Advanced
J1105,FastAPI,Beginner
J1106,Robotics Troubleshooting,Beginner
J1106,Digital Electronics,Advanced
J1106,IoT Sensors,Beginner
J1106,Power BI,Advanced
J1107,Microprocessors,Advanced
J1107,Digital Electronics,Advanced
J1107,IoT Sensors,Beginner
J1107,Kubernetes,Advanced
J1108,Git,Intermediate
J1108,Grid Integration,Intermediate
J1108,Digital Electronics,Advanced
J1109,Node.js,Advanced
J1109,FastAPI,Advanced
J1109,Git,Beginner
J1109,React,Intermediate
J1110,Content Strategy,Advanced
J1110,React,Intermediate
J1110,Grid Integration,Intermediate
J1110,Solar PV Design,Beginner
J1110,AWS,Beginner
J1111,SCADA,Intermediate
J1111,Grid Integration,Intermediate
J1111,SQL,Intermediate
J1112,Python,Intermediate
J1112,AWS,Advanced
J1112,C++,Advanced
J1112,SQL,Intermediate
J1113,Grid Integration,Intermediate
J1113,Digital Electronics,Intermediate
J1113,AWS,Beginner
J1113,Robotics Troubleshooting,Intermediate
J1113,Solar PV Design,Advanced
J1114,React,Beginner
J1114,Logistics Analytics,Intermediate
J1114,Quantum Computing Basics,Beginner
J1114,Git,Intermediate
J1115,Digital Electronics,Advanced
J1115,FastAPI,Beginner
J1115,SAP EWM,Advanced
J1115,Logistics Analytics,Beginner
J1116,Node.js,Intermediate
J1116,Grid Integration,Intermediate
J1116,Robotics Troubleshooting,Beginner
J1116,Digital Electronics,Beginner
J1116,Solar PV Design,Intermediate
J1117,Power BI,Advanced
J1117,SQL,Advanced
J1117,SEO/SEM,Advanced
J1117,Predictive Maintenance,Intermediate
J1117,Python,Intermediate
J1118,Power BI,Advanced
J1118,PLC Programming,Advanced
J1118,Python,Advanced
J1118,Git,Intermediate
J1118,Content Strategy,Beginner
J1119,Git,Beginner
J1119,SEO/SEM,Beginner
J1119,Solar PV Design,Intermediate
J1120,Logistics Analytics,Intermediate
J1120,Content Strategy,Intermediate
J1120,SAP EWM,Beginner
J1120,Microprocessors,Beginner
J1120,SEO/SEM,Intermediate
J1121,AWS,Beginner
J1121,Node.js,Beginner
J1121,Predictive Maintenance,Intermediate
J1122,Grid Integration,Advanced
J1122,C++,Beginner
J1122,FastAPI,Intermediate
J1122,Data Structures,Beginner
J1123,SAP EWM,Intermediate
J1123,Machine Learning,Beginner
J1123,Digital Electronics,Advanced
J1124,Data Structures,Advanced
J1124,Predictive Maintenance,Beginner
J1124,FastAPI,Beginner
J1125,Predictive Maintenance,Advanced
J1125,IoT Sensors,Intermediate
J1125,AWS,Beginner
J1125,SCADA,Intermediate
J1126,Robotics Troubleshooting,Beginner
J1126,Inventory Management,Intermediate
J1126,Power BI,Beginner
J1127,Content Strategy,Intermediate
J1127,Solar PV Design,Intermediate
J1127,PLC Programming,Intermediate
J1127,Battery Management Systems,Beginner
J1128,Git,Beginner
J1128,Node.js,Beginner
J1128,SAP EWM,Intermediate
J1129,FastAPI,Intermediate
J1129,SEO/SEM,Advanced
J1129,C++,Advanced
J1130,Content Strategy,Beginner
J1130,Power BI,Intermediate
J1130,IoT Sensors,Advanced
J1131,Node.js,Beginner
J1131,Microprocessors,Advanced
J1131,AWS,Beginner
J1131,Battery Management Systems,Beginner
J1132,Electric Powertrain,Intermediate
J1132,SQL,Intermediate
J1132,Kubernetes,Intermediate
J1133,Node.js,Beginner
J1133,FastAPI,Intermediate
J1133,SEO/SEM,Beginner
J1133,SCADA,Intermediate
J1134,Logistics Analytics,Advanced
J1134,Inventory Management,Beginner
J1134,PLC Programming,Advanced
J1135,SAP EWM,Intermediate
J1135,AWS,Advanced
J1135,PLC Programming,Beginner
J1135,Quantum Computing Basics,Intermediate
J1135,Grid Integration,Advanced
J1136,Grid Integration,Intermediate
J1136,Machine Learning,Beginner
J1136,PLC Programming,Intermediate
J1137,React,Intermediate
J1137,SEO/SEM,Intermediate
J1137,Grid Integration,Intermediate
J1138,IoT Sensors,Intermediate
J1138,Machine Learning,Beginner
J1138,C++,Beginner
J1138,Node.js,Advanced
J1138,Digital Electronics,Intermediate
J1139,Battery Management Systems,Beginner
J1139,FastAPI,Intermediate
J1139,Data Structures,Intermediate
J1140,SCADA,Beginner
J1140,Microprocessors,Advanced
J1140,Node.js,Beginner
J1140,SEO/SEM,Beginner
J1140,Docker,Intermediate
J1141,Battery Management Systems,Beginner
J1141,C++,Beginner
J1141,Robotics Troubleshooting,Beginner
J1141,Git,Intermediate
J1142,Solar PV Design,Beginner
J1142,Git,Beginner
J1142,Python,Advanced
J1143,Node.js,Intermediate
J1143,Grid Integration,Advanced
J1143,C++,Advanced
J1144,Power BI,Intermediate
J1144,Solar PV Design,Beginner
J1144,Electric Powertrain,Intermediate
J1145,Power BI,Beginner
J1145,Logistics Analytics,Beginner
J1145,C++,Intermediate
J1146,AWS,Intermediate
J1146,Python,Intermediate
J1146,Power BI,Beginner
J1147,SEO/SEM,Intermediate
J1147,PLC Programming,Intermediate
J1147,Battery Management Systems,Advanced
J1148,SQL,Intermediate
J1148,IoT Sensors,Beginner
J1148,FastAPI,Intermediate
J1149,SEO/SEM,Intermediate
J1149,Robotics Troubleshooting,Beginner
J1149,Battery Management Systems,Advanced
J1150,Machine Learning,Advanced
J1150,Power BI,Intermediate
J1150,FastAPI,Beginner
J1150,Node.js,Advanced
J1151,Inventory Management,Intermediate
J1151,Docker,Advanced
J1151,Predictive Maintenance,Advanced
J1151,Machine Learning,Intermediate
J1151,Robotics Troubleshooting,Intermediate
J1152,SAP EWM,Beginner
J1152,React,Intermediate
J1152,Digital Electronics,Beginner
J1152,Data Structures,Beginner
J1153,Data Structures,Advanced
J1153,Digital Electronics,Advanced
J1153,Python,Advanced
J1153,Docker,Beginner
J1153,FastAPI,Advanced
J1154,SEO/SEM,Beginner
J1154,Data Structures,Advanced
J1154,SQL,Beginner
J1155,C++,Advanced
J1155,React,Advanced
J1155,PLC Programming,Advanced
J1155,SQL,Beginner
J1156,Predictive Maintenance,Advanced
J1156,SQL,Beginner
J1156,Grid Integration,Beginner
J1156,Content Strategy,Beginner
J1156,AWS,Intermediate
J1157,Electric Powertrain,Advanced
J1157,SQL,Intermediate
J1157,Content Strategy,Beginner
J1157,Data Structures,Intermediate
J1157,C++,Intermediate
J1158,Solar PV Design,Beginner
J1158,AWS,Beginner
J1158,FastAPI,Advanced
J1159,SQL,Beginner
J1159,C++,Advanced
J1159,IoT Sensors,Advanced
J1159,Content Strategy,Advanced
J1159,Power BI,Intermediate
J1160,Power BI,Advanced
J1160,Kubernetes,Intermediate
J1160,SAP EWM,Intermediate
J1160,Docker,Advanced
J1160,React,Beginner
J1161,Electric Powertrain,Advanced
J1161,Digital Electronics,Advanced
J1161,SCADA,Intermediate
J1161,Kubernetes,Beginner
J1162,Content Strategy,Intermediate
J1162,Predictive Maintenance,Beginner
J1162,Node.js,Intermediate
J1162,Inventory Management,Intermediate
J1163,Solar PV Design,Advanced
J1163,Docker,Intermediate
J1163,Content Strategy,Intermediate
J1163,Grid Integration,Intermediate
J1163,SAP EWM,Intermediate
J1164,SQL,Advanced
J1164,Battery Management Systems,Intermediate
J1164,Grid Integration,Intermediate
J1164,Logistics Analytics,Beginner
J1164,SAP EWM,Beginner
J1165,IoT Sensors,Advanced
J1165,Content Strategy,Intermediate
J1165,Solar PV Design,Beginner
J1165,Microprocessors,Beginner
J1165,Grid Integration,Beginner
J1166,Content Strategy,Intermediate
J1166,Battery Management Systems,Advanced
J1166,Logistics Analytics,Intermediate
J1167,Docker,Beginner
J1167,Quantum Computing Basics,Intermediate
J1167,Power BI,Beginner
J1168,Data Structures,Intermediate
J1168,Battery Management Systems,Intermediate
J1168,Quantum Computing Basics,Advanced
J1169,React,Advanced
J1169,Kubernetes,Intermediate
J1169,Digital Electronics,Intermediate
J1170,Python,Intermediate
J1170,AWS,Intermediate
J1170,Robotics Troubleshooting,Advanced
J1170,SCADA,Intermediate
J1171,Digital Electronics,Intermediate
J1171,Quantum Computing Basics,Advanced
J1171,SEO/SEM,Intermediate
J1171,Git,Beginner
J1172,Power BI,Beginner
J1172,Node.js,Advanced
J1172,IoT Sensors,Intermediate
J1172,Logistics Analytics,Beginner
J1173,SEO/SEM,Advanced
J1173,Quantum Computing Basics,Advanced
J1173,Inventory Management,Intermediate
J1173,Microprocessors,Intermediate
J1174,Battery Management Systems,Advanced
J1174,Python,Advanced
J1174,Git,Beginner
J1174,Power BI,Intermediate
J1175,IoT Sensors,Beginner
J1175,SQL,Advanced
J1175,Logistics Analytics,Advanced
J1175,Node.js,Beginner
