job_id,district,company,role,salary,experience,description,date
J1004,Chhatrapati Sambhajinagar,Company_28,Robotics Maintenance Tech,675056,5 years,Sample job description,2026-09-01
J1005,Nagpur,Company_13,PLC Programmer,1363655,2 years,Sample job description,2026-09-01
J1006,Mumbai,Company_18,Digital Marketing Specialist,1234977,4 years,Sample job description,2026-09-01
J1007,Chhatrapati Sambhajinagar,Company_12,Warehouse Manager,1039234,1 years,Sample job description,2026-09-01
J1008,Chhatrapati Sambhajinagar,Company_43,Robotics Maintenance Tech,512250,5 years,Sample job description,2026-09-01
J1009,Nagpur,Company_13,Cloud Architect,562662,0 years,Sample job description,2026-09-01
J1010,Mumbai,Company_19,Warehouse Manager,1333157,3 years,Sample job description,2026-09-01
J1011,Nagpur,Company_92,PLC Programmer,422517,1 years,Sample job description,2026-09-01
J1012,Nashik,Company_62,Robotics Maintenance Tech,859468,2 years,Sample job description,2026-09-01
J1013,Nagpur,Company_83,Full Stack Developer,1474985,3 years,Sample job description,2026-09-01
J1014,Pune,Company_47,Robotics Maintenance Tech,956549,4 years,Sample job description,2026-09-01
J1015,Nagpur,Company_62,PLC Programmer,991825,2 years,Sample job description,2026-09-01
J1016,Nashik,Company_36,Cloud Architect,460625,2 years,Sample job description,2026-09-01
J1017,Chhatrapati Sambhajinagar,Company_87,Data Analyst,669672,2 years,Sample job description,2026-09-01
J1018,Mumbai,Company_3,Solar Grid Engineer,1339142,3 years,Sample job description,2026-09-01
J1019,Nashik,Company_74,Full Stack Developer,307125,2 years,Sample job description,2026-09-01
J1020,Nagpur,Company_100,EV Battery Technician,1182421,5 years,Sample job description,2026-09-01
J1021,Mumbai,Company_61,Full Stack Developer,1317705,0 years,Sample job description,2026-09-01
J1022,Nashik,Company_1,Data Analyst,458895,3 years,Sample job description,2026-09-01
J1023,Nashik,Company_63,Supply Chain Coordinator,1370058,1 years,Sample job description,2026-09-01
J1024,Chhatrapati Sambhajinagar,Company_75,EV Battery Technician,315145,0 years,Sample job description,2026-09-01
J1025,Mumbai,Company_32,Full Stack Developer,582513,2 years,Sample job description,2026-09-01
J1026,Chhatrapati Sambhajinagar,Company_23,Digital Marketing Specialist,757613,2 years,Sample job description,2026-09-01
J1027,Nagpur,Company_33,Data Analyst,774896,1 years,Sample job description,2026-09-01
J1028,Mumbai,Company_70,Full Stack Developer,440660,5 years,Sample job description,2026-09-01
J1029,Pune,Company_32,Cloud Architect,544597,3 years,Sample job description,2026-09-01
J1030,Nashik,Company_37,EV Battery Technician,486054,2 years,Sample job description,2026-09-01
J1031,Nashik,Company_100,Full Stack Developer,1025602,1 years,Sample job description,2026-09-01
J1032,Chhatrapati Sambhajinagar,Company_81,PLC Programmer,408827,1 years,Sample job description,2026-09-01
J1033,Pune,Company_34,Digital Marketing Specialist,1198566,2 years,Sample job description,2026-09-01
J1034,Pune,Company_32,Data Analyst,1030148,4 years,Sample job description,2026-09-01
J1035,Mumbai,Company_54,EV Battery Technician,612477,4 years,Sample job description,2026-09-01
J1036,Chhatrapati Sambhajinagar,Company_68,Cloud Architect,340919,3 years,Sample job description,2026-09-01
J1037,Pune,Company_5,Robotics Maintenance Tech,814194,5 years,Sample job description,2026-09-01
J1038,Chhatrapati Sambhajinagar,Company_91,Data Analyst,1480201,3 years,Sample job description,2026-09-01
J1039,Mumbai,Company_99,Solar Grid Engineer,786249,0 years,Sample job description,2026-09-01
J1040,Chhatrapati Sambhajinagar,Company_85,Solar Grid Engineer,731292,0 years,Sample job description,2026-09-01
J1041,Pune,Company_70,Supply Chain Coordinator,402911,1 years,Sample job description,2026-09-01
J1042,Chhatrapati Sambhajinagar,Company_68,Data Analyst,486909,5 years,Sample job description,2026-09-01
J1043,Nagpur,Company_62,Full Stack Developer,1138558,1 years,Sample job description,2026-09-01
J1044,Nashik,Company_59,PLC Programmer,1169693,1 years,Sample job description,2026-09-01
J1045,Mumbai,Company_18,Robotics Maintenance Tech,752987,2 years,Sample job description,2026-09-01
J1046,Nashik,Company_33,EV Battery Technician,510814,1 years,Sample job description,2026-09-01
J1047,Nagpur,Company_68,Solar Grid Engineer,497104,4 years,Sample job description,2026-09-01
J1048,Pune,Company_86,Robotics Maintenance Tech,375254,5 years,Sample job description,2026-09-01
J1049,Nagpur,Company_37,Robotics Maintenance Tech,1322201,1 years,Sample job description,2026-09-01
J1050,Mumbai,Company_73,Robotics Maintenance Tech,1253161,1 years,Sample job description,2026-09-01
J1051,Chhatrapati Sambhajinagar,Company_39,PLC Programmer,498710,0 years,Sample job description,2026-09-01
J1052,Nagpur,Company_100,Robotics Maintenance Tech,1257414,5 years,Sample job description,2026-09-01
J1053,Nagpur,Company_64,Data Analyst,1052713,3 years,Sample job description,2026-09-01
J1054,Pune,Company_93,Warehouse Manager,1251495,5 years,Sample job description,2026-09-01
J1055,Nashik,Company_8,Data Analyst,533463,1 years,Sample job description,2026-09-01
J1056,Nagpur,Company_2,Digital Marketing Specialist,1377507,2 years,Sample job description,2026-09-01
J1057,Pune,Company_64,Full Stack Developer,752845,4 years,Sample job description,2026-09-01
J1058,Pune,Company_76,Supply Chain Coordinator,1184407,3 years,Sample job description,2026-09-01
J1059,Mumbai,Company_43,Data Analyst,1136571,2 years,Sample job description,2026-09-01
J1060,Nagpur,Company_67,Robotics Maintenance Tech,1190121,0 years,Sample job description,2026-09-01
J1061,Nagpur,Company_54,Cloud Architect,1397891,1 years,Sample job description,2026-09-01
J1062,Nashik,Company_93,Supply Chain Coordinator,790848,0 years,Sample job description,2026-09-01
J1063,Chhatrapati Sambhajinagar,Company_8,Data Analyst,494813,4 years,Sample job description,2026-09-01
J1064,Nashik,Company_49,EV Battery Technician,1226451,2 years,Sample job description,2026-09-01
J1065,Mumbai,Company_54,EV Battery Technician,661614,4 years,Sample job description,2026-09-01
J1066,Nashik,Company_68,Solar Grid Engineer,661222,4 years,Sample job description,2026-09-01
J1067,Chhatrapati Sambhajinagar,Company_60,Full Stack Developer,1453620,1 years,Sample job description,2026-09-01
J1068,Nashik,Company_49,Robotics Maintenance Tech,967823,0 years,Sample job description,2026-09-01
J1069,Chhatrapati Sambhajinagar,Company_41,Data Analyst,791499,3 years,Sample job description,2026-09-01
J1070,Nagpur,Company_52,Cloud Architect,898123,1 years,Sample job description,2026-09-01
J1071,Mumbai,Company_74,EV Battery Technician,810717,0 years,Sample job description,2026-09-01
J1072,Mumbai,Company_61,Full Stack Developer,306962,4 years,Sample job description,2026-09-01
J1073,Chhatrapati Sambhajinagar,Company_96,Supply Chain Coordinator,1350202,4 years,Sample job description,2026-09-01
J1074,Mumbai,Company_53,Robotics Maintenance Tech,1329548,1 years,Sample job description,2026-09-01
J1075,Nashik,Company_27,Robotics Maintenance Tech,725781,1 years,Sample job description,2026-09-01
J1076,Nagpur,Company_72,Data Analyst,905039,2 years,Sample job description,2026-09-01
J1077,Nagpur,Company_46,Cloud Architect,699229,0 years,Sample job description,2026-09-01
J1078,Pune,Company_16,Supply Chain Coordinator,775379,3 years,Sample job description,2026-09-01
J1079,Nashik,Company_29,Robotics Maintenance Tech,1446559,1 years,Sample job description,2026-09-01
J1080,Chhatrapati Sambhajinagar,Company_32,Robotics Maintenance Tech,502085,5 years,Sample job description,2026-09-01
J1081,Nashik,Company_53,PLC Programmer,848971,0 years,Sample job description,2026-09-01
J1082,Nashik,Company_10,PLC Programmer,1159028,4 years,Sample job description,2026-09-01
J1083,Nagpur,Company_11,Data Analyst,1058660,4 years,Sample job description,2026-09-01
J1084,Nashik,Company_76,Solar Grid Engineer,609181,4 years,Sample job description,2026-09-01
J1085,Nashik,Company_36,EV Battery Technician,1273094,1 years,Sample job description,2026-09-01
J1086,Nashik,Company_26,Robotics Maintenance Tech,325658,0 years,Sample job description,2026-09-01
J1087,Pune,Company_49,Robotics Maintenance Tech,1185153,4 years,Sample job description,2026-09-01
J1088,Mumbai,Company_53,Data Analyst,867075,1 years,Sample job description,2026-09-01
J1089,Mumbai,Company_94,EV Battery Technician,982017,2 years,Sample job description,2026-09-01
J1090,Pune,Company_5,Full Stack Developer,437888,1 years,Sample job description,2026-09-01
J1091,Nashik,Company_62,Warehouse Manager,1116899,4 years,Sample job description,2026-09-01
J1092,Chhatrapati Sambhajinagar,Company_22,EV Battery Technician,812481,1 years,Sample job description,2026-09-01
J1093,Pune,Company_24,Supply Chain Coordinator,319108,0 years,Sample job description,2026-09-01
J1094,Chhatrapati Sambhajinagar,Company_11,Digital Marketing Specialist,870485,2 years,Sample job description,2026-09-01
J1095,Nagpur,Company_14,Data Analyst,1156144,4 years,Sample job description,2026-09-01
J1096,Chhatrapati Sambhajinagar,Company_98,EV Battery Technician,898735,3 years,Sample job description,2026-09-01
J1097,Nagpur,Company_71,PLC Programmer,497934,0 years,Sample job description,2026-09-01
J1098,Nagpur,Company_97,Solar Grid Engineer,843670,1 years,Sample job description,2026-09-01
J1099,Mumbai,Company_98,Supply Chain Coordinator,664403,4 years,Sample job description,2026-09-01
J1100,Nagpur,Company_78,EV Battery Technician,588314,0 years,Sample job description,2026-09-01
J1101,Pune,Company_22,Supply Chain Coordinator,1303856,3 years,Sample job description,2026-09-01
J1102,Nagpur,Company_81,Data Analyst,852681,0 years,Sample job description,2026-09-01
J1103,Nagpur,Company_56,Data Analyst,1084560,0 years,Sample job description,2026-09-01
J1104,Nagpur,Company_85,PLC Programmer,466696,0 years,Sample job description,2026-09-01
J1105,Chhatrapati Sambhajinagar,Company_25,Solar Grid Engineer,1315928,4 years,Sample job description,2026-09-01
J1106,Mumbai,Company_42,Supply Chain Coordinator,961252,4 years,Sample job description,2026-09-01
J1107,Mumbai,Company_76,Full Stack Developer,1411443,3 years,Sample job description,2026-09-01
J1108,Mumbai,Company_25,Digital Marketing Specialist,508928,5 years,Sample job description,2026-09-01
J1109,Pune,Company_39,EV Battery Technician,1480960,3 years,Sample job description,2026-09-01
J1110,Nashik,Company_59,EV Battery Technician,1398598,0 years,Sample job description,2026-09-01
J1111,Pune,Company_84,Supply Chain Coordinator,1272253,2 years,Sample job description,2026-09-01
J1112,Mumbai,Company_43,EV Battery Technician,1343173,3 years,Sample job description,2026-09-01
J1113,Mumbai,Company_21,Supply Chain Coordinator,1433671,2 years,Sample job description,2026-09-01
J1114,Pune,Company_38,Robotics Maintenance Tech,870451,3 years,Sample job description,2026-09-01
J1115,Chhatrapati Sambhajinagar,Company_98,PLC Programmer,1352193,1 years,Sample job description,2026-09-01
J1116,Chhatrapati Sambhajinagar,Company_85,Warehouse Manager,657111,1 years,Sample job description,2026-09-01
J1117,Chhatrapati Sambhajinagar,Company_69,Data Analyst,1073171,1 years,Sample job description,2026-09-01
J1118,Chhatrapati Sambhajinagar,Company_6,EV Battery Technician,826533,5 years,Sample job description,2026-09-01
J1119,Nashik,Company_62,Supply Chain Coordinator,513429,1 years,Sample job description,2026-09-01
J1120,Pune,Company_97,Cloud Architect,421396,2 years,Sample job description,2026-09-01
J1121,Nagpur,Company_9,Warehouse Manager,1162114,1 years,Sample job description,2026-09-01
J1122,Mumbai,Company_41,Warehouse Manager,421475,5 years,Sample job description,2026-09-01
J1123,Chhatrapati Sambhajinagar,Company_55,EV Battery Technician,1142665,0 years,Sample job description,2026-09-01
J1124,Pune,Company_19,Cloud Architect,800189,5 years,Sample job description,2026-09-01
J1125,Mumbai,Company_96,Data Analyst,480215,2 years,Sample job description,2026-09-01
J1126,Mumbai,Company_66,Digital Marketing Specialist,800947,5 years,Sample job description,2026-09-01
J1127,Nagpur,Company_97,Data Analyst,837637,1 years,Sample job description,2026-09-01
J1128,Mumbai,Company_93,Full Stack Developer,1405224,4 years,Sample job description,2026-09-01
J1129,Nagpur,Company_23,Solar Grid Engineer,1212512,3 years,Sample job description,2026-09-01
J1130,Nashik,Company_42,Cloud Architect,1285264,1 years,Sample job description,2026-09-01
J1131,Nashik,Company_76,PLC Programmer,638479,2 years,Sample job description,2026-09-01
J1132,Chhatrapati Sambhajinagar,Company_7,EV Battery Technician,1372074,1 years,Sample job description,2026-09-01
J1133,Nagpur,Company_34,Full Stack Developer,1285254,2 years,Sample job description,2026-09-01
J1134,Nagpur,Company_51,Digital Marketing Specialist,533712,1 years,Sample job description,2026-09-01
J1135,Mumbai,Company_86,Cloud Architect,1073266,3 years,Sample job description,2026-09-01
J1136,Nashik,Company_48,Full Stack Developer,524808,3 years,Sample job description,2026-09-01
J1137,Mumbai,Company_59,PLC Programmer,980304,2 years,Sample job description,2026-09-01
J1138,Mumbai,Company_89,Supply Chain Coordinator,1361807,2 years,Sample job description,2026-09-01
J1139,Pune,Company_3,Digital Marketing Specialist,462601,3 years,Sample job description,2026-09-01
J1140,Nagpur,Company_37,EV Battery Technician,1478927,1 years,Sample job description,2026-09-01
J1141,Nashik,Company_75,EV Battery Technician,826898,3 years,Sample job description,2026-09-01
J1142,Pune,Company_10,Robotics Maintenance Tech,383059,4 years,Sample job description,2026-09-01
J1143,Pune,Company_67,Robotics Maintenance Tech,566022,2 years,Sample job description,2026-09-01
J1144,Chhatrapati Sambhajinagar,Company_10,PLC Programmer,383554,4 years,Sample job description,2026-09-01
J1145,Chhatrapati Sambhajinagar,Company_48,EV Battery Technician,1475551,1 years,Sample job description,2026-09-01
J1146,Nashik,Company_14,Supply Chain Coordinator,464185,1 years,Sample job description,2026-09-01
J1147,Nashik,Company_48,PLC Programmer,1262227,5 years,Sample job description,2026-09-01
J1148,Mumbai,Company_30,Digital Marketing Specialist,983631,0 years,Sample job description,2026-09-01
J1149,Nagpur,Company_59,Full Stack Developer,1046571,2 years,Sample job description,2026-09-01
J1150,Mumbai,Company_61,Cloud Architect,1200694,4 years,Sample job description,2026-09-01
J1151,Mumbai,Company_31,EV Battery Technician,1493791,3 years,Sample job description,2026-09-01
J1152,Mumbai,Company_36,Warehouse Manager,904675,2 years,Sample job description,2026-09-01
J1153,Nagpur,Company_70,EV Battery Technician,630742,5 years,Sample job description,2026-09-01
J1154,Mumbai,Company_73,Solar Grid Engineer,1343421,2 years,Sample job description,2026-09-01
J1155,Mumbai,Company_82,Robotics Maintenance Tech,1173519,5 years,Sample job description,2026-09-01
J1156,Chhatrapati Sambhajinagar,Company_61,Warehouse Manager,784474,5 years,Sample job description,2026-09-01
J1157,Pune,Company_89,Supply Chain Coordinator,854245,0 years,Sample job description,2026-09-01
J1158,Chhatrapati Sambhajinagar,Company_33,Robotics Maintenance Tech,1458889,1 years,Sample job description,2026-09-01
J1159,Nashik,Company_20,Cloud Architect,1320825,0 years,Sample job description,2026-09-01
J1160,Pune,Company_30,Solar Grid Engineer,815498,0 years,Sample job description,2026-09-01
J1161,Mumbai,Company_64,Data Analyst,659685,4 years,Sample job description,2026-09-01
J1162,Pune,Company_84,Full Stack Developer,547561,3 years,Sample job description,2026-09-01
J1163,Pune,Company_83,EV Battery Technician,1254458,1 years,Sample job description,2026-09-01
J1164,Pune,Company_100,Full Stack Developer,314808,2 years,Sample job description,2026-09-01
J1165,Chhatrapati Sambhajinagar,Company_91,Data Analyst,307965,4 years,Sample job description,2026-09-01
J1166,Mumbai,Company_94,Digital Marketing Specialist,842147,4 years,Sample job description,2026-09-01
J1167,Pune,Company_21,Robotics Maintenance Tech,1314331,3 years,Sample job description,2026-09-01
J1168,Nashik,Company_85,Digital Marketing Specialist,488342,1 years,Sample job description,2026-09-01
J1169,Pune,Company_10,Full Stack Developer,744229,1 years,Sample job description,2026-09-01
J1170,Pune,Company_67,Full Stack Developer,734095,4 years,Sample job description,2026-09-01
J1171,Nashik,Company_85,PLC Programmer,406945,1 years,Sample job description,2026-09-01
J1172,Nagpur,Company_71,Digital Marketing Specialist,362420,5 years,Sample job description,2026-09-01
J1173,Mumbai,Company_21,PLC Programmer,896637,4 years,Sample job description,2026-09-01
J1174,Pune,Company_56,EV Battery Technician,1096275,4 years,Sample job description,2026-09-01
J1175,Nashik,Company_82,Cloud Architect,347751,4 years,Sample job description,2026-09-01
J1176,Nashik,Company_9,Digital Marketing Specialist,780127,1 years,Sample job description,2026-09-01
J1177,Nagpur,Company_96,Full Stack Developer,1364203,4 years,Sample job description,2026-09-01
J1178,Pune,Company_62,Supply Chain Coordinator,314202,1 years,Sample job description,2026-09-01
J1179,Nagpur,Company_52,Warehouse Manager,722233,5 years,Sample job description,2026-09-01
J1180,Mumbai,Company_32,Supply Chain Coordinator,765985,4 years,Sample job description,2026-09-01
J1181,Nagpur,Company_26,Robotics Maintenance Tech,761046,3 years,Sample job description,2026-09-01
J1182,Nagpur,Company_13,EV Battery Technician,653135,1 years,Sample job description,2026-09-01
J1183,Nagpur,Company_96,Data Analyst,1134768,1 years,Sample job description,2026-09-01
J1184,Nashik,Company_56,EV Battery Technician,1028917,5 years,Sample job description,2026-09-01
J1185,Pune,Company_87,Supply Chain Coordinator,1460489,3 years,Sample job description,2026-09-01
J1186,Chhatrapati Sambhajinagar,Company_88,Cloud Architect,688952,2 years,Sample job description,2026-09-01
J1187,Mumbai,Company_27,Digital Marketing Specialist,700132,0 years,Sample job description,2026-09-01
J1188,Nagpur,Company_55,Robotics Maintenance Tech,739377,2 years,Sample job description,2026-09-01
J1189,Nashik,Company_19,Supply Chain Coordinator,588225,3 years,Sample job description,2026-09-01
J1190,Nashik,Company_69,Robotics Maintenance Tech,682225,3 years,Sample job description,2026-09-01
J1191,Mumbai,Company_10,Warehouse Manager,899143,0 years,Sample job description,2026-09-01
J1192,Nagpur,Company_11,Data Analyst,815813,5 years,Sample job description,2026-09-01
J1193,Chhatrapati Sambhajinagar,Company_9,Solar Grid Engineer,883480,4 years,Sample job description,2026-09-01
J1194,Mumbai,Company_8,PLC Programmer,428256,4 years,Sample job description,2026-09-01
J1195,Mumbai,Company_37,PLC Programmer,859450,1 years,Sample job description,2026-09-01
J1196,Chhatrapati Sambhajinagar,Company_52,Data Analyst,584701,1 years,Sample job description,2026-09-01
J1197,Chhatrapati Sambhajinagar,Company_59,Full Stack Developer,654334,0 years,Sample job description,2026-09-01
J1198,Nashik,Company_43,EV Battery Technician,1150992,3 years,Sample job description,2026-09-01
J1199,Nashik,Company_69,Robotics Maintenance Tech,383918,5 years,Sample job description,2026-09-01
J1200,Nagpur,Company_40,Cloud Architect,767747,2 years,Sample job description,2026-09-01
J1201,Chhatrapati Sambhajinagar,Company_91,Data Analyst,567981,4 years,Sample job description,2026-09-01
J1202,Nashik,Company_57,Supply Chain Coordinator,401534,4 years,Sample job description,2026-09-01
J1203,Pune,Company_4,Solar Grid Engineer,1152262,2 years,Sample job description,2026-09-01
J1204,Pune,Company_74,Digital Marketing Specialist,735567,4 years,Sample job description,2026-09-01
J1205,Nagpur,Company_28,Supply Chain Coordinator,1348207,4 years,Sample job description,2026-09-01
J1206,Nashik,Company_23,Supply Chain Coordinator,360814,2 years,Sample job description,2026-09-01
J1207,Chhatrapati Sambhajinagar,Company_85,Data Analyst,538762,5 years,Sample job description,2026-09-01
J1208,Chhatrapati Sambhajinagar,Company_49,Solar Grid Engineer,412633,1 years,Sample job description,2026-09-01
J1209,Chhatrapati Sambhajinagar,Company_9,Solar Grid Engineer,661527,1 years,Sample job description,2026-09-01
J1210,Chhatrapati Sambhajinagar,Company_35,Cloud Architect,823981,3 years,Sample job description,2026-09-01
J1211,Nashik,Company_38,Solar Grid Engineer,1043071,5 years,Sample job description,2026-09-01
J1212,Nagpur,Company_26,PLC Programmer,1122672,1 years,Sample job description,2026-09-01
J1213,Mumbai,Company_9,Cloud Architect,528638,3 years,Sample job description,2026-09-01
J1214,Chhatrapati Sambhajinagar,Company_68,PLC Programmer,425587,1 years,Sample job description,2026-09-01
J1215,Mumbai,Company_65,Supply Chain Coordinator,1071810,0 years,Sample job description,2026-09-01
J1216,Chhatrapati Sambhajinagar,Company_73,Data Analyst,1351398,3 years,Sample job description,2026-09-01
J1217,Mumbai,Company_95,Cloud Architect,1369009,0 years,Sample job description,2026-09-01
J1218,Nashik,Company_71,Full Stack Developer,1022724,5 years,Sample job description,2026-09-01
J1219,Pune,Company_50,PLC Programmer,1090894,1 years,Sample job description,2026-09-01
J1220,Pune,Company_86,Full Stack Developer,944607,2 years,Sample job description,2026-09-01
J1221,Nagpur,Company_77,EV Battery Technician,1368552,4 years,Sample job description,2026-09-01
J1222,Nagpur,Company_42,EV Battery Technician,843464,0 years,Sample job description,2026-09-01
J1223,Pune,Company_100,Data Analyst,883080,2 years,Sample job description,2026-09-01
J1224,Mumbai,Company_15,Data Analyst,525838,4 years,Sample job description,2026-09-01
J1225,Pune,Company_42,PLC Programmer,993162,0 years,Sample job description,2026-09-01
J1226,Nagpur,Company_10,Solar Grid Engineer,458762,3 years,Sample job description,2026-09-01
J1227,Pune,Company_3,Cloud Architect,706353,1 years,Sample job description,2026-09-01
J1228,Chhatrapati Sambhajinagar,Company_58,Digital Marketing Specialist,398143,0 years,Sample job description,2026-09-01
J1229,Chhatrapati Sambhajinagar,Company_37,Robotics Maintenance Tech,1147806,2 years,Sample job description,2026-09-01
J1230,Chhatrapati Sambhajinagar,Company_40,Robotics Maintenance Tech,324596,0 years,Sample job description,2026-09-01
J1231,Nashik,Company_96,Warehouse Manager,1424154,5 years,Sample job description,2026-09-01
J1232,Mumbai,Company_5,Supply Chain Coordinator,1346463,0 years,Sample job description,2026-09-01
J1233,Pune,Company_77,Robotics Maintenance Tech,1275968,0 years,Sample job description,2026-09-01
J1234,Mumbai,Company_73,Cloud Architect,594970,2 years,Sample job description,2026-09-01
J1235,Nashik,Company_77,Solar Grid Engineer,907438,5 years,Sample job description,2026-09-01
J1236,Nagpur,Company_34,Warehouse Manager,682393,1 years,Sample job description,2026-09-01
J1237,Pune,Company_4,Robotics Maintenance Tech,1058503,5 years,Sample job description,2026-09-01
J1238,Nashik,Company_30,Full Stack Developer,636858,2 years,Sample job description,2026-09-01
J1239,Nashik,Company_55,Warehouse Manager,1074238,3 years,Sample job description,2026-09-01
J1240,Chhatrapati Sambhajinagar,Company_18,Supply Chain Coordinator,647870,3 years,Sample job description,2026-09-01
J1241,Nashik,Company_56,Robotics Maintenance Tech,952608,2 years,Sample job description,2026-09-01
J1242,Nashik,Company_45,Digital Marketing Specialist,303479,4 years,Sample job description,2026-09-01
J1243,Mumbai,Company_92,Warehouse Manager,1447788,4 years,Sample job description,2026-09-01
J1244,Mumbai,Company_12,PLC Programmer,1096168,3 years,Sample job description,2026-09-01
J1245,Chhatrapati Sambhajinagar,Company_64,Digital Marketing Specialist,1345894,1 years,Sample job description,2026-09-01
J1246,Nagpur,Company_78,Warehouse Manager,374169,0 years,Sample job description,2026-09-01
J1247,Pune,Company_63,Digital Marketing Specialist,1339100,0 years,Sample job description,2026-09-01
J1248,Chhatrapati Sambhajinagar,Company_44,Cloud Architect,836289,4 years,Sample job description,2026-09-01
J1249,Nagpur,Company_6,Solar Grid Engineer,864713,3 years,Sample job description,2026-09-01
J1250,Nashik,Company_29,Robotics Maintenance Tech,764734,4 years,Sample job description,2026-09-01
J1251,Nagpur,Company_91,Digital Marketing Specialist,908723,4 years,Sample job description,2026-09-01
J1252,Pune,Company_55,EV Battery Technician,1329979,1 years,Sample job description,2026-09-01
J1253,Mumbai,Company_39,Supply Chain Coordinator,480972,3 years,Sample job description,2026-09-01
J1254,Nagpur,Company_94,Full Stack Developer,441950,0 years,Sample job description,2026-09-01
J1255,Nagpur,Company_40,Digital Marketing Specialist,1002904,2 years,Sample job description,2026-09-01
J1256,Chhatrapati Sambhajinagar,Company_78,Full Stack Developer,788158,4 years,Sample job description,2026-09-01
J1257,Pune,Company_67,Robotics Maintenance Tech,455742,0 years,Sample job description,2026-09-01
J1258,Nagpur,Company_50,Data Analyst,878414,1 years,Sample job description,2026-09-01
J1259,Nagpur,Company_74,Warehouse Manager,1322478,4 years,Sample job description,2026-09-01
J1260,Pune,Company_57,Digital Marketing Specialist,389184,2 years,Sample job description,2026-09-01
J1261,Nagpur,Company_13,Data Analyst,1437072,5 years,Sample job description,2026-09-01
J1262,Nashik,Company_76,Full Stack Developer,764728,1 years,Sample job description,2026-09-01
J1263,Nagpur,Company_75,Data Analyst,600175,3 years,Sample job description,2026-09-01
J1264,Chhatrapati Sambhajinagar,Company_33,Cloud Architect,1190078,5 years,Sample job description,2026-09-01
J1265,Chhatrapati Sambhajinagar,Company_63,Solar Grid Engineer,634789,5 years,Sample job description,2026-09-01
J1266,Chhatrapati Sambhajinagar,Company_39,Robotics Maintenance Tech,928871,4 years,Sample job description,2026-09-01
J1267,Nagpur,Company_72,Cloud Architect,1464606,2 years,Sample job description,2026-09-01
J1268,Nagpur,Company_1,Digital Marketing Specialist,1434441,0 years,Sample job description,2026-09-01
J1269,Mumbai,Company_47,Warehouse Manager,496749,5 years,Sample job description,2026-09-01
J1270,Nagpur,Company_7,PLC Programmer,967676,4 years,Sample job description,2026-09-01
J1271,Mumbai,Company_92,EV Battery Technician,898349,0 years,Sample job description,2026-09-01
J1272,Nashik,Company_72,Solar Grid Engineer,1313341,2 years,Sample job description,2026-09-01
J1273,Nashik,Company_1,Cloud Architect,1119058,0 years,Sample job description,2026-09-01
J1274,Nagpur,Company_65,Data Analyst,899292,0 years,Sample job description,2026-09-01
J1275,Chhatrapati Sambhajinagar,Company_79,Warehouse Manager,519662,2 years,Sample job description,2026-09-01
J1276,Chhatrapati Sambhajinagar,Company_86,EV Battery Technician,964615,0 years,Sample job description,2026-09-01
J1277,Mumbai,Company_62,Warehouse Manager,1158635,3 years,Sample job description,2026-09-01
J1278,Nashik,Company_35,Supply Chain Coordinator,375656,5 years,Sample job description,2026-09-01
J1279,Pune,Company_2,Robotics Maintenance Tech,800598,1 years,Sample job description,2026-09-01
J1280,Mumbai,Company_8,EV Battery Technician,1417253,1 years,Sample job description,2026-09-01
J1281,Nagpur,Company_47,Full Stack Developer,1392057,2 years,Sample job description,2026-09-01
J1282,Nashik,Company_27,Full Stack Developer,733494,5 years,Sample job description,2026-09-01
J1283,Mumbai,Company_7,Solar Grid Engineer,658139,4 years,Sample job description,2026-09-01
J1284,Pune,Company_40,Supply Chain Coordinator,1134904,2 years,Sample job description,2026-09-01
J1285,Nagpur,Company_55,Cloud Architect,859205,5 years,Sample job description,2026-09-01
J1286,Nagpur,Company_45,Data Analyst,863158,1 years,Sample job description,2026-09-01
J1287,Chhatrapati Sambhajinagar,Company_94,Robotics Maintenance Tech,494860,5 years,Sample job description,2026-09-01
J1288,Pune,Company_24,Solar Grid Engineer,1399622,3 years,Sample job description,2026-09-01
J1289,Mumbai,Company_45,PLC Programmer,1188900,2 years,Sample job description,2026-09-01
J1290,Mumbai,Company_84,PLC Programmer,887261,2 years,Sample job description,2026-09-01
J1291,Nashik,Company_88,Supply Chain Coordinator,987879,0 years,Sample job description,2026-09-01
J1292,Nashik,Company_96,Full Stack Developer,560119,5 years,Sample job description,2026-09-01
J1293,Mumbai,Company_27,Full Stack Developer,1111973,5 years,Sample job description,2026-09-01
J1294,Pune,Company_78,Digital Marketing Specialist,875142,4 years,Sample job description,2026-09-01
J1295,Mumbai,Company_96,Data Analyst,1036384,1 years,Sample job description,2026-09-01
J1296,Nagpur,Company_26,Cloud Architect,589117,3 years,Sample job description,2026-09-01
J1297,Nashik,Company_68,PLC Programmer,379460,3 years,Sample job description,2026-09-01
J1298,Mumbai,Company_21,Robotics Maintenance Tech,1152788,2 years,Sample job description,2026-09-01
J1299,Pune,Company_66,PLC Programmer,1399693,4 years,Sample job description,2026-09-01
J1300,Nagpur,Company_49,Robotics Maintenance Tech,1231458,5 years,Sample job description,2026-09-01
J1301,Mumbai,Company_66,Digital Marketing Specialist,618950,5 years,Sample job description,2026-09-01
J1302,Pune,Company_56,Digital Marketing Specialist,412173,3 years,Sample job description,2026-09-01
J1303,Nagpur,Company_24,Supply Chain Coordinator,1147792,4 years,Sample job description,2026-09-01
